routerproto,juggler,goodput,throughput,fct,meanNetworkUtilization
ps-mptcp,false,105675.95459236325,186811.14551083592,0.0969,0.6231754337648031
ps-mptcp,false,45531.34726545132,62009.782125389065,0.2249,1
ps-mptcp,false,124271.84466019417,161189.3203883495,0.0824,0.652229424474563
ps-mptcp,false,43061.39613120269,80185.02943650125,0.2378,0.5732323232323233
ps-mptcp,false,101085.88351431391,167364.26456071076,0.1013,0.9963563704748473
ps-mptcp,false,102708.12437311937,139518.555667001,0.0997,0.8144028103044497
ps-mptcp,false,123821.03990326481,239322.85368802902,0.0827,0.7239209948792977
ps-mptcp,false,107225.13089005236,142083.76963350785,0.0955,0.6613862351335543
ps-mptcp,false,151928.78338278932,196172.1068249258,0.0674,0.5317728442728442
ps-mptcp,false,106555.67117585847,173121.74817898023,0.0961,0.5648852369957897
ps-mptcp,false,138378.37837837837,179000,0.074,0.8913862718707941
ps-mptcp,false,144632.76836158193,212005.6497175141,0.0708,0.7223291626564003
ps-mptcp,false,108704.88322717621,209108.28025477706,0.0942,0.7423123304190533
ps-mptcp,false,137819.65006729474,177281.29205921935,0.0743,0.40574174470182356
ps-mptcp,false,127363.184079602,215335.8208955224,0.0804,0.6084129884734327
ps-mptcp,false,126419.75308641975,164691.35802469135,0.081,0.49835624626419606
ps-mptcp,false,113024.2825607064,203057.39514348787,0.0906,0.6464749929358576
ps-mptcp,false,116231.55505107832,188251.98637911465,0.0881,0.5911391502708868
ps-mptcp,false,113024.2825607064,157163.3554083885,0.0906,0.49201796821008986
ps-mptcp,false,128481.8067754078,208092.84818067757,0.0797,0.7838642593817942
ps-mptcp,false,123522.31604342582,238504.22195416165,0.0829,0.7119400835373758
ps-mptcp,false,176247.84853700516,348709.1222030981,0.0581,0.9296989720998532
ps-mptcp,false,122929.17166866746,220060.02400960383,0.0833,0.5513414340712223
ps-mptcp,false,133159.94798439532,238374.51235370612,0.0769,0.8299076421586382
ps-mptcp,false,133856.2091503268,244993.4640522876,0.0765,0.5500704390702043
ps-mptcp,false,123076.92307692308,217620.1923076923,0.0832,0.7196343402225756
ps-mptcp,false,108474.57627118644,215211.86440677967,0.0944,0.6030634053668962
ps-mptcp,false,129456.38432364096,208773.70417193425,0.0791,0.4974096385542169
ps-mptcp,false,122929.17166866746,202388.95558223288,0.0833,0.861735841341239
ps-mptcp,false,122929.17166866746,257334.93397358945,0.0833,0.7688665710186513
ps-mptcp,false,102195.60878243513,151267.46506986028,0.1002,0.6492888965044551
ps-mptcp,false,118793.50348027842,156322.50580046405,0.0862,0.5807188415790381
ps-mptcp,false,109052.18317358893,159552.71565495207,0.0939,0.45621193666260657
ps-mptcp,false,401568.6274509804,514666.6666666667,0.0255,1
ps-mptcp,false,182857.14285714284,235892.85714285713,0.056,0.6233247790134018
ps-mptcp,false,104383.28236493374,191498.47094801223,0.0981,0.7890625
ps-mptcp,false,111790.39301310043,217227.07423580787,0.0916,0.7642790984871874
ps-mptcp,false,141436.46408839777,186118.78453038674,0.0724,0.5894575678040245
ps-mptcp,false,137634.40860215054,220537.63440860217,0.0744,0.7283380681818181
ps-mptcp,false,127521.79327521793,223810.7098381071,0.0803,0.6283916083916083
ps-mptcp,false,129129.8865069357,233278.68852459016,0.0793,0.6867760617760618
ps-mptcp,false,165964.3435980551,244651.5397082658,0.0617,0.4548878977820636
ps-mptcp,false,145248.2269503546,189673.75886524824,0.0705,0.7011325503355705
ps-mptcp,false,138565.62922868744,224546.68470906632,0.0739,0.6518698931489629
ps-mptcp,false,167320.2614379085,295457.5163398693,0.0612,0.5234483557202408
ps-mptcp,false,144225.35211267608,211690.14084507045,0.071,0.4470021413276231
ps-mptcp,false,135809.01856763926,200649.86737400532,0.0754,0.654708326120824
ps-mptcp,false,356794.42508710804,457282.2299651568,0.0287,0.8830574619835823
ps-mptcp,false,85834.03185247275,109740.15088013411,0.1193,0.64063417498532
ps-mptcp,false,135270.80581241744,200330.25099075297,0.0757,0.6806552962298025
ps-mptcp,false,69565.21739130435,135957.88043478262,0.1472,0.7093789876648235
ps-mptcp,false,74744.52554744524,95970.80291970802,0.137,0.6316295157571099
ps-mptcp,false,202371.5415019763,259604.74308300397,0.0506,0.8564349980440735
ps-mptcp,false,82381.33547868062,147473.85358004828,0.1243,0.8183482142857142
ps-mptcp,false,588505.7471264368,754252.8735632184,0.0174,1
ps-mptcp,false,116496.01820250283,209021.6154721274,0.0879,0.8448133161670038
ps-mptcp,false,216033.7552742616,347974.6835443038,0.0474,0.8119523481342916
ps-mptcp,false,123373.4939759036,219975.9036144578,0.083,0.7672718103883005
ps-mptcp,false,75739.64497041421,163284.02366863907,0.1352,0.6828755258599356
ps-mptcp,false,99805.06822612086,248771.9298245614,0.1026,0.7659803686856596
ps-mptcp,false,95700.93457943926,239457.94392523365,0.107,0.6075806147463699
ps-mptcp,false,90619.46902654867,159185.84070796458,0.113,0.8993100689931006
